cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list
3,1,6,3.9777143001556396,1.3259047667185466,0.5534586400663951,"[0.5491409301757812, 1.6309010982513428, 1.7976722717285156]"
12,1,4,5.338222980499268,2.669111490249634,0.952134370803833,"[1.7169771194458008, 3.621245861053467]"
9,1,4,2.890872001647949,1.4454360008239746,0.10397601127624512,"[1.3414599895477295, 1.5494120121002197]"
3,1,0,0.0,0.0,0.0,[]
9,1,4,2.8105685710906982,1.4052842855453491,0.1521075963973999,"[1.2531766891479492, 1.557391881942749]"
3,1,4,1.356889009475708,0.678444504737854,0.26504647731781006,"[0.41339802742004395, 0.9434909820556641]"
12,1,6,5.408132076263428,1.8027106920878093,0.19637330041657378,"[1.525609016418457, 1.9253020286560059, 1.9572210311889648]"
3,1,6,4.401777029037476,1.4672590096791585,0.5317438360219442,"[1.5430841445922852, 0.7814149856567383, 2.077277898788452]"
12,1,6,5.120037078857422,1.7066790262858074,0.5235714318664234,"[1.9412341117858887, 2.1976189613342285, 0.9811840057373047]"
12,1,8,5.862076997756958,1.4655192494392395,0.7633201767858274,"[1.0615019798278809, 0.821702241897583, 1.2135748863220215, 2.7652978897094727]"
0,1,0,0.0,0.0,0.0,[]
9,1,6,4.6334099769592285,1.544469992319743,0.116316908600568,"[1.6062462329864502, 1.3815507888793945, 1.6456129550933838]"
6,1,4,2.03444504737854,1.01722252368927,0.09186255931854248,"[1.1090850830078125, 0.9253599643707275]"
6,1,6,2.7524635791778564,0.9174878597259521,0.3233480016092771,"[1.245290994644165, 0.47747087478637695, 1.0297017097473145]"
0,1,4,1.7385540008544922,0.8692770004272461,0.34398698806762695,"[1.213263988494873, 0.5252900123596191]"
6,1,6,4.927757978439331,1.6425859928131104,0.7958940591837185,"[2.18941593170166, 0.5171711444854736, 2.2211709022521973]"
3,1,4,1.1944918632507324,0.5972459316253662,0.06397509574890137,"[0.5332708358764648, 0.6612210273742676]"
3,1,4,1.7160718441009521,0.8580359220504761,0.21263015270233154,"[0.6454057693481445, 1.0706660747528076]"
0,1,0,0.0,0.0,0.0,[]
0,1,0,0.0,0.0,0.0,[]
0,1,0,0.0,0.0,0.0,[]
9,1,4,2.562826156616211,1.2814130783081055,0.01990485191345215,"[1.3013179302215576, 1.2615082263946533]"
0,1,0,0.0,0.0,0.0,[]
6,1,8,4.885756731033325,1.2214391827583313,0.9282037818979627,"[2.565192937850952, 0.3494570255279541, 1.6056089401245117, 0.3654978275299072]"
12,1,8,5.517557621002197,1.3793894052505493,0.569000272106488,"[0.5735158920288086, 2.18161678314209, 1.3492929935455322, 1.4131319522857666]"
12,1,8,4.870333909988403,1.2175834774971008,0.7549556272941096,"[0.8057401180267334, 1.405113935470581, 0.31734395027160645, 2.3421359062194824]"
9,1,0,0.0,0.0,0.0,[]
9,1,8,2.5730180740356445,0.6432545185089111,0.2590274032287108,"[0.6292717456817627, 0.23754501342773438, 0.9411752223968506, 0.7650260925292969]"
6,1,6,5.079899072647095,1.693299690882365,0.2140256829916581,"[1.9175360202789307, 1.757246971130371, 1.405116081237793]"
6,1,6,2.7519330978393555,0.9173110326131185,0.09621359226591558,"[0.9891550540924072, 0.9814610481262207, 0.7813169956207275]"
