cdt,dotx,key_press_list,traial_start,transient_counts
1.09233307838,0.0,[1.0923330783843994],1525856585.52,1
2.06262111664,12.5,"[0.731377124786377, 1.3312439918518066]",1525856738.88,4
1.09203386307,6.25,"[0.6725790500640869, 0.41945481300354004]",1525856843.63,4
1.82037687302,3.125,"[0.765117883682251, 0.8834900856018066, 0.1717689037322998]",1525856912.77,6
0.0,25.0,[],1525856990.55,0
0.939225912094,12.5,[0.9392259120941162],1525857062.32,2
0.0,3.125,[],1525857128.15,0
0.682723999023,6.25,[0.6827239990234375],1525857194.18,2
0.0,25.0,[],1525857263.36,0
2.0404381752,0.0,"[0.6031911373138428, 1.4372470378875732]",1525857380.59,4
1.92277479172,12.5,"[0.8465909957885742, 0.5635948181152344, 0.5125889778137207]",1525857447.07,6
1.47486519814,3.125,"[0.6594791412353516, 0.5638949871063232, 0.25149106979370117]",1525857513.08,6
0.847289800644,25.0,"[0.4916539192199707, 0.3556358814239502]",1525857583.3,4
1.21948814392,0.0,[1.2194881439208984],1525857651.65,2
2.29949092865,6.25,[2.2994909286499023],1525857718.23,2
