pix, disparity,transient_counts,cdt,mdt,dtstd,key_press_list
-9.0,-12.6,12,16.18523907661438,2.6975398461023965,1.8538746491271805,"[0.44389915466308594, 1.5392260551452637, 1.7312278747558594, 2.0164952278137207, 5.275285005569458, 5.179105758666992]"
-30.0,-42.0,16,10.295427799224854,1.2869284749031067,0.8228493306208262,"[1.2358858585357666, 2.6752450466156006, 0.770611047744751, 1.9154329299926758, 0.16396784782409668, 0.602712869644165, 0.7475080490112305, 2.1840641498565674]"
9.0,12.6,24,19.2737934589386,1.6061494549115498,1.5573050425994868,"[0.7156131267547607, 5.2753801345825195, 2.3318231105804443, 0.5316238403320312, 0.24349308013916016, 1.1231639385223389, 3.8914101123809814, 0.3956122398376465, 0.9636061191558838, 2.715472936630249, 1.035322904586792, 0.051271915435791016]"
-6.0,-8.4,20,15.573565244674683,1.5573565244674683,0.951024729854603,"[1.2830431461334229, 1.2435178756713867, 0.7882058620452881, 1.5634372234344482, 3.75544810295105, 1.5557188987731934, 0.5473370552062988, 0.5970542430877686, 1.4594979286193848, 2.7803049087524414]"
18.0,25.2,14,17.09861469268799,2.44265924181257,2.4458728145009996,"[1.5115361213684082, 0.891514778137207, 1.3874931335449219, 0.6515159606933594, 3.8426287174224854, 7.914423227310181, 0.8995027542114258]"
-18.0,-25.2,16,15.899332284927368,1.987416535615921,2.484694603615273,"[0.2592768669128418, 0.9555437564849854, 1.2693171501159668, 0.3720390796661377, 3.4274160861968994, 0.4035630226135254, 8.06414008140564, 1.148036241531372]"
6.0,8.4,14,19.446884632110596,2.7781263760157993,1.905442157231336,"[2.698408842086792, 1.4031949043273926, 0.45946502685546875, 3.067258834838867, 4.931424856185913, 5.947170972824097, 0.9399611949920654]"
0.0,0.0,14,19.137449264526367,2.733921323503767,2.7330430017320126,"[1.6107561588287354, 0.41158390045166016, 1.2689919471740723, 9.178727149963379, 1.915673017501831, 3.09155011177063, 1.6601669788360596]"
-9.0,-12.6,16,20.736923217773438,2.5921154022216797,3.2130024111463493,"[0.37160205841064453, 0.9392409324645996, 3.075885057449341, 0.7476458549499512, 2.6129751205444336, 10.738914966583252, 0.5709822177886963, 1.6796770095825195]"
-18.0,-25.2,14,10.533390760421753,1.504770108631679,1.2342802038477552,"[0.2993278503417969, 1.7719051837921143, 0.5472471714019775, 0.41953516006469727, 0.848668098449707, 3.331541061401367, 3.3151662349700928]"
9.0,12.6,16,19.79557514190674,2.4744468927383423,2.5860829210219403,"[0.8035440444946289, 0.9870719909667969, 0.2753143310546875, 7.931113243103027, 0.6596601009368896, 0.867570161819458, 3.0193381309509277, 5.251963138580322]"
-30.0,-42.0,12,5.9072346687316895,0.9845391114552816,0.5188312148393255,"[1.659317970275879, 0.2834458351135254, 0.8488249778747559, 0.8754549026489258, 0.5718309879302979, 1.6683599948883057]"
-6.0,-8.4,10,24.16450047492981,4.832900094985962,5.045525972110929,"[0.995110034942627, 14.314949750900269, 3.191556930541992, 5.275115966796875, 0.3877677917480469]"
18.0,25.2,14,22.2922682762146,3.184609753744943,2.7812564428749695,"[2.627345323562622, 0.6825509071350098, 9.409231901168823, 1.1757731437683105, 4.126705884933472, 3.0589120388031006, 1.2117490768432617]"
0.0,0.0,14,21.976314783096313,3.1394735404423306,2.422038332499677,"[7.746774911880493, 2.1316568851470947, 1.5209898948669434, 1.015697956085205, 0.5391638278961182, 5.274949312210083, 3.747081995010376]"
6.0,8.4,16,22.643062353134155,2.8303827941417694,1.9531421102505235,"[0.9073231220245361, 3.9232208728790283, 6.746993780136108, 2.0915560722351074, 0.7076261043548584, 3.6354188919067383, 0.8914732933044434, 3.739450216293335]"
18.0,25.2,20,14.636797189712524,1.4636797189712525,1.3090989827994761,"[0.6927790641784668, 1.955014944076538, 0.4276301860809326, 0.34740781784057617, 0.5552022457122803, 4.563088893890381, 0.44330859184265137, 0.979398250579834, 2.949392318725586, 1.7235748767852783]"
-9.0,-12.6,12,22.045286655426025,3.6742144425710044,2.5412965671914467,"[3.331479787826538, 1.2033329010009766, 1.8194360733032227, 5.972832918167114, 8.099059104919434, 1.6191458702087402]"
9.0,12.6,14,24.337775230407715,3.476825032915388,1.8769833713339568,"[3.155480146408081, 2.1315131187438965, 2.29957914352417, 3.219066858291626, 2.528656005859375, 7.97119402885437, 3.0322859287261963]"
-18.0,-25.2,10,14.15269947052002,2.830539894104004,1.6435482512839077,"[2.8035099506378174, 0.8674912452697754, 4.227398157119751, 1.187459945678711, 5.066840171813965]"
6.0,8.4,10,25.378770112991333,5.075754022598266,2.3946613999071893,"[5.283034086227417, 1.7557168006896973, 3.285950183868408, 8.619154930114746, 6.4349141120910645]"
-6.0,-8.4,16,23.908026933670044,2.9885033667087555,1.5683056240650994,"[5.059015989303589, 4.81883692741394, 2.7554869651794434, 4.387073040008545, 1.4518382549285889, 0.3556859493255615, 2.948655843734741, 2.1314339637756348]"
0.0,0.0,20,20.80177640914917,2.080177640914917,1.6697648300944306,"[1.0674691200256348, 2.307490110397339, 2.643237829208374, 1.017003059387207, 1.2112619876861572, 1.7311570644378662, 1.1385791301727295, 6.787173271179199, 2.015336036682129, 0.8830687999725342]"
-30.0,-42.0,10,12.352599382400513,2.4705198764801026,1.135411001430677,"[0.7954058647155762, 1.4592540264129639, 3.6033473014831543, 3.499352216720581, 2.9952399730682373]"
