pix, disparity,transient_counts,cdt,mdt,dtstd,key_press_list
15.0,21.0,6,26.627482891082764,8.875827630360922,7.337746788184047,"[5.126333951950073, 2.3708510398864746, 19.130297899246216]"
18.0,25.2,6,15.390833139419556,5.130277713139852,6.376279392644533,"[0.7315731048583984, 0.5124490261077881, 14.14681100845337]"
12.0,16.8,10,21.170522928237915,4.234104585647583,3.747305154641151,"[11.678205013275146, 2.6267058849334717, 1.5387368202209473, 2.747464179992676, 2.579411029815674]"
3.0,4.2,2,0.27558302879333496,0.27558302879333496,0.0,[0.27558302879333496]
21.0,29.4,4,28.029220819473267,14.014610409736633,2.6919623613357544,"[16.706572771072388, 11.322648048400879]"
9.0,12.6,6,5.375988006591797,1.7919960021972656,1.748023193485802,"[4.26001501083374, 0.4353518486022949, 0.6806211471557617]"
6.0,8.4,2,0.1798851490020752,0.1798851490020752,0.0,[0.1798851490020752]
3.0,4.2,6,0.6261770725250244,0.2087256908416748,0.003884821465544009,"[0.2116072177886963, 0.20323395729064941, 0.2113358974456787]"
15.0,21.0,8,27.701278686523438,6.925319671630859,2.479140335922569,"[9.475257873535156, 8.635706186294556, 3.0513458251953125, 6.538968801498413]"
6.0,8.4,6,1.4102227687835693,0.47007425626118976,0.05514376291551969,"[0.4198729991912842, 0.44349193572998047, 0.5468578338623047]"
9.0,12.6,10,10.718232154846191,2.1436464309692385,1.9607096231251577,"[0.0436711311340332, 1.856389045715332, 3.011378049850464, 0.37139201164245605, 5.435401916503906]"
18.0,25.2,6,26.353691816329956,8.784563938776651,5.782085207555575,"[16.77908968925476, 3.299204111099243, 6.275398015975952]"
21.0,29.4,10,21.441121101379395,4.288224220275879,4.080619156368589,"[11.747347831726074, 1.4596149921417236, 5.331263065338135, 0.3480041027069092, 2.5548911094665527]"
12.0,16.8,16,8.229858875274658,1.0287323594093323,0.7323153824827169,"[0.6705038547515869, 0.4457080364227295, 0.6915841102600098, 2.361286163330078, 0.531268835067749, 2.12267804145813, 0.3313779830932617, 1.0754518508911133]"
3.0,4.2,0,0.0,0.0,0.0,[]
18.0,25.2,6,28.536983013153076,9.512327671051025,8.018069323500752,"[20.746882915496826, 5.226489067077637, 2.5636110305786133]"
9.0,12.6,12,6.932685613632202,1.1554476022720337,0.9617184367010544,"[0.6831250190734863, 1.8584346771240234, 0.24366116523742676, 2.923733711242676, 0.23571300506591797, 0.9880180358886719]"
12.0,16.8,14,19.8984534740448,2.8426362105778287,1.9121553936932871,"[0.4836599826812744, 1.4674420356750488, 2.547477960586548, 2.6590189933776855, 1.4385976791381836, 6.019248723983765, 5.283008098602295]"
21.0,29.4,2,24.098517894744873,24.098517894744873,0.0,[24.098517894744873]
6.0,8.4,4,1.1514899730682373,0.5757449865341187,0.4038342237472534,"[0.17191076278686523, 0.9795792102813721]"
15.0,21.0,6,20.018776416778564,6.6729254722595215,4.625422025389039,"[1.076040267944336, 6.539141893386841, 12.403594255447388]"
