pix, disparity,transient_counts,cdt,mdt,dtstd,key_press_list
12.0,16.8,16,7.267923593521118,0.9084904491901398,0.4925559031602281,"[0.962944746017456, 0.8994350433349609, 1.155667781829834, 1.9406788349151611, 0.5228879451751709, 1.0433573722839355, 0.5554409027099609, 0.18751096725463867]"
9.0,12.6,14,4.055803298950195,0.5794004712785993,0.37029257309988317,"[0.12306594848632812, 0.5236301422119141, 1.2435247898101807, 0.22735905647277832, 0.6989016532897949, 0.9077129364013672, 0.33160877227783203]"
6.0,8.4,10,2.544386625289917,0.5088773250579834,0.15483605295372163,"[0.25086379051208496, 0.6841199398040771, 0.44327282905578613, 0.6433911323547363, 0.5227389335632324]"
18.0,25.2,18,13.259722709655762,1.4733025232950847,0.5046551324835187,"[0.7074019908905029, 1.7070889472961426, 1.1870169639587402, 2.2031588554382324, 1.6908879280090332, 1.9401049613952637, 1.0513091087341309, 1.923844814300537, 0.8489091396331787]"
3.0,4.2,4,0.6870090961456299,0.34350454807281494,0.12411248683929443,"[0.2193920612335205, 0.4676170349121094]"
21.0,29.4,18,13.143955707550049,1.4604395230611165,0.5425469942900861,"[1.6592230796813965, 2.1098690032958984, 0.9078421592712402, 1.2199370861053467, 2.227489948272705, 2.0514323711395264, 0.643604040145874, 1.0172309875488281, 1.3073270320892334]"
15.0,21.0,20,7.249943733215332,0.7249943733215332,0.24749846057865843,"[0.8031620979309082, 0.32340192794799805, 0.49115800857543945, 1.1314308643341064, 0.8190770149230957, 0.7645297050476074, 1.0516839027404785, 0.7795140743255615, 0.6825211048126221, 0.40346503257751465]"
12.0,16.8,18,7.4066832065582275,0.8229648007286919,0.44328992333620754,"[0.41931796073913574, 0.019356966018676758, 1.3874270915985107, 0.42754507064819336, 0.7793409824371338, 1.2277641296386719, 1.1475088596343994, 0.7238540649414062, 1.2745680809020996]"
9.0,12.6,18,6.708522319793701,0.7453913688659668,0.2188899501701723,"[0.7472019195556641, 0.37940502166748047, 0.6827189922332764, 1.163755178451538, 0.6831271648406982, 0.6824629306793213, 0.7708520889282227, 1.027501106262207, 0.571497917175293]"
21.0,29.4,18,11.564114093780518,1.2849015659756131,0.5211853473575826,"[1.7392690181732178, 1.0355100631713867, 1.1148691177368164, 0.32333898544311523, 2.235335111618042, 1.4378468990325928, 1.5306639671325684, 0.8032979965209961, 1.3439829349517822]"
6.0,8.4,8,2.6823649406433105,0.6705912351608276,0.12610238931360004,"[0.6914360523223877, 0.5122020244598389, 0.6197257041931152, 0.8590011596679688]"
15.0,21.0,18,11.90434980392456,1.3227055337693956,0.1998011938461515,"[1.5713160037994385, 1.0506329536437988, 1.3433001041412354, 1.41127610206604, 1.0167810916900635, 1.387343168258667, 1.2119648456573486, 1.269200325012207, 1.6425352096557617]"
3.0,4.2,2,0.21927309036254883,0.21927309036254883,0.0,[0.21927309036254883]
18.0,25.2,24,12.3661949634552,1.0305162469546,0.12559963497290916,"[0.8384559154510498, 1.1069269180297852, 0.8832471370697021, 0.939763069152832, 1.2360429763793945, 1.1014750003814697, 0.9388558864593506, 1.1864299774169922, 0.9636869430541992, 0.9155850410461426, 1.1235101222991943, 1.132215976715088]"
15.0,21.0,20,8.77366828918457,0.8773668289184571,0.35064725920620515,"[0.2435147762298584, 0.9636459350585938, 0.8505189418792725, 1.1388752460479736, 0.5716569423675537, 1.459352970123291, 1.139578104019165, 1.1231961250305176, 0.8400969505310059, 0.44323229789733887]"
6.0,8.4,6,1.6665089130401611,0.5555029710133871,0.30650270030895604,"[0.7396090030670166, 0.12360501289367676, 0.8032948970794678]"
9.0,12.6,18,8.884869813919067,0.9872077571021186,0.4501399397966751,"[0.46740221977233887, 0.14787602424621582, 1.353665828704834, 1.6270339488983154, 1.4426779747009277, 1.1318747997283936, 0.8995020389556885, 0.7393672466278076, 1.075469732284546]"
12.0,16.8,22,7.019084215164185,0.6380985650149259,0.23166561198024804,"[0.42780613899230957, 0.7153599262237549, 0.5124557018280029, 0.9319448471069336, 0.5137028694152832, 0.531076192855835, 0.795788049697876, 0.6434617042541504, 1.0183990001678467, 0.7656607627868652, 0.16342902183532715]"
21.0,29.4,22,13.275418281555176,1.206856207414107,0.3007000726790704,"[1.291490077972412, 0.9872770309448242, 0.8994271755218506, 1.687988042831421, 0.8277959823608398, 0.7396230697631836, 1.1154906749725342, 1.4364752769470215, 1.5560722351074219, 1.4591076374053955, 1.2746710777282715]"
18.0,25.2,22,10.409785747528076,0.9463441588661887,0.3483066427478801,"[0.7237691879272461, 0.9636597633361816, 0.3234899044036865, 1.1391172409057617, 0.7073378562927246, 1.0079448223114014, 0.6194498538970947, 1.131479024887085, 1.1153819561004639, 0.9388048648834229, 1.7393512725830078]"
3.0,4.2,2,0.42737793922424316,0.42737793922424316,0.0,[0.42737793922424316]
