cdt,dotx,key_press_list,traial_start,transient_counts
7.54895329475,0.0,"[1.827928066253662, 1.835050106048584, 1.610940933227539, 1.434913158416748, 0.6931161880493164, 0.1470048427581787]",1520927187.97,12
7.55316162109,6.25,"[2.059290885925293, 1.0987730026245117, 1.7231459617614746, 0.27490997314453125, 0.9550728797912598, 1.4419689178466797]",1520927260.88,12
6.56443023682,3.125,"[1.43489408493042, 1.1630048751831055, 1.163175106048584, 0.9464449882507324, 1.3552451133728027, 0.5016660690307617]",1520927328.76,11
4.56363010406,12.5,"[0.8350751399993896, 0.8030929565429688, 1.6108520030975342, 1.3146100044250488]",1520927441.69,8
0.778532981873,25.0,[0.7785329818725586],1520927510.6,2
6.22248125076,3.125,"[0.7866120338439941, 1.202665090560913, 1.2190930843353271, 1.5389790534973145, 1.4751319885253906]",1520927579.16,10
7.78372120857,0.0,"[0.7069849967956543, 2.0498270988464355, 2.6111109256744385, 1.372744083404541, 1.0430541038513184]",1520927648.1,10
2.6901550293,12.5,"[0.6195149421691895, 0.9477219581604004, 1.1229181289672852]",1520927724.23,5
4.74753403664,6.25,"[0.7064700126647949, 1.4828498363494873, 1.4669921398162842, 1.0912220478057861]",1520927890.16,8
1.72421574593,25.0,"[0.3871428966522217, 0.4272580146789551, 0.250870943069458, 0.6589438915252686]",1520927961.61,8
6.20936775208,0.0,"[0.39507508277893066, 0.6023049354553223, 0.24316978454589844, 0.8352479934692383, 1.5435960292816162, 2.03507399559021, 0.5548999309539795]",1520928035.44,14
0.795001983643,25.0,[0.7950019836425781],1520928241.5,2
5.33481287956,3.125,"[0.6903219223022461, 0.5471270084381104, 0.563194990158081, 1.731443166732788, 1.8027257919311523]",1520928314.77,10
4.40308499336,6.25,"[1.219020128250122, 1.2739620208740234, 0.5390720367431641, 1.3710308074951172]",1520928431.14,8
6.33080625534,12.5,"[1.074841022491455, 0.7147500514984131, 2.083153009414673, 1.8591010570526123, 0.5989611148834229]",1520928535.43,10
