test_eye,transient_counts,cdt,mdt,dtstd,key_press_list
-1,8,10.959387302398682,2.7398468255996704,1.7135675226943188,"[0.8300800323486328, 2.037747859954834, 5.493913173675537, 2.5976462364196777]"
-1,6,6.711961984634399,2.2373206615448,1.1023955684265736,"[1.6533467769622803, 3.7811641693115234, 1.2774510383605957]"
-1,2,1.3570029735565186,1.3570029735565186,0.0,[1.3570029735565186]
-1,6,10.848230123519897,3.616076707839966,0.49766001014255673,"[3.2132091522216797, 4.31728196144104, 3.3177390098571777]"
-1,6,14.800785779953003,4.933595259984334,2.8637374112038985,"[5.109324932098389, 8.349774837493896, 1.3416860103607178]"
-1,8,18.926695823669434,4.731673955917358,3.1452128504201826,"[4.909693002700806, 9.461752891540527, 0.677717924118042, 3.8775320053100586]"
